transcript,protein,uniprot,align,identity,evalue,name,lineage,domain,genus
TRINITY_DN1004_c0_g1_i3,TRINITY_DN1004_c0_g1_i3.p1,SREC_HUMAN,"Q:9-392,H:252-369",34.848,6.70E-07,Scavenger receptor class F member 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1004_c0_g1_i9,TRINITY_DN1004_c0_g1_i9.p1,SREC_HUMAN,"Q:9-392,H:239-369",32.639,3.59E-06,Scavenger receptor class F member 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1004_c1_g3_i1,TRINITY_DN1004_c1_g3_i1.p1,GC76C_DROME,"Q:1097-4234,H:8-1084",47.719,0,Receptor-type guanylate cyclase Gyc76C,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN10040_c0_g1_i2,TRINITY_DN10040_c0_g1_i2.p1,GIMA9_MOUSE,"Q:1849-1247,H:6-204",41.294,2.05E-49,GTPase IMAP family member 9,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN100401_c0_g1_i1,TRINITY_DN100401_c0_g1_i1.p1,RASL1_HUMAN,"Q:1-366,H:624-741",41.803,6.05E-27,RasGAP-activating-like protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN100414_c0_g1_i1,TRINITY_DN100414_c0_g1_i1.p1,TMTC4_MOUSE,"Q:6-911,H:419-717",42.574,3.08E-69,Protein O-mannosyl-transferase TMTC4,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN100430_c0_g1_i1,TRINITY_DN100430_c0_g1_i1.p1,HSF_XENLA,"Q:1015-470,H:10-197",40.426,8.29E-40,Heat shock factor protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN100432_c0_g1_i1,TRINITY_DN100432_c0_g1_i1.p1,MTND_IXOSC,"Q:283-690,H:4-140",45.985,1.78E-35,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes,Eukaryota,Ixodes
TRINITY_DN100432_c0_g1_i2,TRINITY_DN100432_c0_g1_i2.p1,MTND_DROME,"Q:377-814,H:5-148",44.521,3.38E-34,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN100432_c0_g1_i3,TRINITY_DN100432_c0_g1_i3.p1,MTND_IXOSC,"Q:283-792,H:4-173",45.614,3.78E-41,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes,Eukaryota,Ixodes
TRINITY_DN100432_c0_g1_i5,TRINITY_DN100432_c0_g1_i5.p1,MTND_IXOSC,"Q:274-663,H:46-173",48.462,8.23E-32,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes,Eukaryota,Ixodes
TRINITY_DN100445_c0_g1_i1,NA,MTD1_YEAST,"Q:282-118,H:258-312",49.091,1.41E-10,Methylenetetrahydrofolate dehydrogenase [NAD(+)],Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces,Eukaryota,Saccharomyces
TRINITY_DN100445_c0_g2_i1,TRINITY_DN100445_c0_g2_i1.p1,MTD1_SCHPO,"Q:484-2,H:103-261",55.901,8.68E-58,Methylenetetrahydrofolate dehydrogenase [NAD(+)],Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces,Eukaryota,Schizosaccharomyces
TRINITY_DN10045_c0_g1_i4,TRINITY_DN10045_c0_g1_i4.p1,ZMY11_HUMAN,"Q:3009-1948,H:1-359",48.199,2.99E-105,Zinc finger MYND domain-containing protein 11,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10045_c0_g1_i5,TRINITY_DN10045_c0_g1_i5.p1,ZMY11_MOUSE,"Q:2985-1924,H:1-359",48.199,1.57E-105,Zinc finger MYND domain-containing protein 11,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN10045_c0_g1_i6,TRINITY_DN10045_c0_g1_i6.p1,ZMY11_HUMAN,"Q:2934-1873,H:1-359",48.199,1.26E-105,Zinc finger MYND domain-containing protein 11,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN100455_c0_g1_i1,TRINITY_DN100455_c0_g1_i1.p1,CNBD2_HUMAN,"Q:2638-2030,H:99-300",30.097,7.82E-17,Cyclic nucleotide-binding domain-containing protein 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10046_c0_g1_i3,TRINITY_DN10046_c0_g1_i3.p1,ODPX_MOUSE,"Q:2921-1608,H:44-497",44.372,5.61E-109,"Pyruvate dehydrogenase protein X component, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN10046_c0_g1_i7,TRINITY_DN10046_c0_g1_i7.p1,ODPX_MOUSE,"Q:2907-1594,H:44-497",44.372,5.21E-109,"Pyruvate dehydrogenase protein X component, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN100460_c0_g1_i1,TRINITY_DN100460_c0_g1_i1.p1,TCB1_CAEBR,"Q:377-54,H:149-256",29.73,4.18E-07,Transposable element Tcb1 transposase,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN10047_c0_g1_i1,TRINITY_DN10047_c0_g1_i1.p1,RGS22_HUMAN,"Q:2636-951,H:657-1237",43.201,5.57E-141,Regulator of G-protein signaling 22,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10047_c0_g1_i12,TRINITY_DN10047_c0_g1_i12.p1,RGS22_HUMAN,"Q:2731-968,H:657-1237",43.002,1.26E-140,Regulator of G-protein signaling 22,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10047_c0_g1_i3,TRINITY_DN10047_c0_g1_i3.p1,RGS22_HUMAN,"Q:2714-951,H:657-1237",43.002,7.43E-141,Regulator of G-protein signaling 22,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10047_c0_g1_i9,TRINITY_DN10047_c0_g1_i9.p1,RGS22_HUMAN,"Q:2653-968,H:657-1237",43.201,9.39E-141,Regulator of G-protein signaling 22,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN100476_c0_g1_i1,NA,TC1A_CAEEL,"Q:34-195,H:169-222",44.444,4.11E-10,Transposable element Tc1 transposase,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN100476_c0_g1_i5,NA,TC3A_CAEEL,"Q:49-270,H:228-301",37.838,1.27E-09,Transposable element Tc3 transposase,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN100478_c0_g1_i1,TRINITY_DN100478_c0_g1_i1.p1,FBF1_CHICK,"Q:2451-4226,H:551-1128",31.72,8.81E-82,Fas-binding factor 1 homolog,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN1005_c0_g1_i4,TRINITY_DN1005_c0_g1_i4.p1,MPC2_HUMAN,"Q:1903-1562,H:9-122",55.263,1.08E-35,Mitochondrial pyruvate carrier 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN100502_c0_g1_i1,NA,TCB2_CAEBR,"Q:126-22,H:189-223",48.571,9.40E-06,Transposable element Tcb2 transposase,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN10053_c0_g2_i2,TRINITY_DN10053_c0_g2_i2.p1,MET27_HUMAN,"Q:506-958,H:32-173",35.294,1.11E-16,Methyltransferase-like protein 27,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10053_c0_g2_i3,TRINITY_DN10053_c0_g2_i3.p1,MET27_HUMAN,"Q:231-743,H:32-194",32.164,3.15E-17,Methyltransferase-like protein 27,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10053_c0_g2_i4,TRINITY_DN10053_c0_g2_i4.p1,MET27_HUMAN,"Q:231-683,H:32-173",35.294,1.01E-16,Methyltransferase-like protein 27,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10055_c0_g2_i3,TRINITY_DN10055_c0_g2_i3.p1,ATIF2_CAEBR,"Q:250-420,H:44-100",45.614,9.50E-11,"ATPase inhibitor mai-2, mitochondrial",Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN1006_c2_g1_i1,TRINITY_DN1006_c2_g1_i1.p1,BIRC2_HUMAN,"Q:287-463,H:558-616",64.407,5.42E-19,Baculoviral IAP repeat-containing protein 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1006_c2_g1_i2,TRINITY_DN1006_c2_g1_i2.p1,BIRC2_HUMAN,"Q:264-416,H:558-608",62.745,2.84E-14,Baculoviral IAP repeat-containing protein 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1006_c2_g1_i3,TRINITY_DN1006_c2_g1_i3.p1,BIRC2_HUMAN,"Q:467-619,H:558-608",62.745,1.38E-15,Baculoviral IAP repeat-containing protein 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN100603_c0_g2_i1,TRINITY_DN100603_c0_g2_i1.p1,TRIM5_PAPAN,"Q:49-303,H:9-94",37.5,1.70E-09,Tripartite motif-containing protein 5,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Papio,Eukaryota,Papio
TRINITY_DN100624_c0_g1_i1,NA,MLE_TODPA,"Q:130-225,H:3-34",81.25,4.26E-10,"Myosin catalytic light chain LC-1, mantle muscle",Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Cephalopoda; Coleoidea; Neocoleoidea; Decapodiformes; Teuthida; Oegopsina; Ommastrephidae; Todarodes,Eukaryota,Todarodes
TRINITY_DN100653_c0_g1_i1,TRINITY_DN100653_c0_g1_i1.p1,NHP6_ASPFU,"Q:205-8,H:21-86",51.515,7.24E-16,Non-histone chromosomal protein 6,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus,Eukaryota,Aspergillus
TRINITY_DN10067_c1_g5_i2,TRINITY_DN10067_c1_g5_i2.p1,T10B_XENLA,"Q:676-494,H:2-65",45.312,9.98E-12,Mitochondrial import inner membrane translocase subunit Tim10 B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN100676_c0_g4_i2,TRINITY_DN100676_c0_g4_i2.p1,KCNAW_DROME,"Q:1828-608,H:10-435",35.104,4.26E-78,Potassium voltage-gated channel protein Shaw,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN100676_c0_g4_i3,TRINITY_DN100676_c0_g4_i3.p1,KCNAW_DROME,"Q:1444-608,H:157-435",34.615,2.83E-66,Potassium voltage-gated channel protein Shaw,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN10068_c0_g1_i1,TRINITY_DN10068_c0_g1_i1.p4,TLR4_PINIB,"Q:1516-836,H:597-834",25.714,3.92E-14,Toll-like receptor 4,Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada,Eukaryota,Pinctada
TRINITY_DN10068_c0_g1_i4,TRINITY_DN10068_c0_g1_i4.p2,TLR4_PINIB,"Q:1516-836,H:597-834",25.714,5.77E-14,Toll-like receptor 4,Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada,Eukaryota,Pinctada
TRINITY_DN100682_c0_g1_i1,NA,GAGJ_DROME,"Q:71-268,H:388-454",42.647,3.59E-09,Nucleic-acid-binding protein from mobile element jockey,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN100682_c0_g1_i2,TRINITY_DN100682_c0_g1_i2.p1,GAGJ_DROME,"Q:121-318,H:388-454",42.647,9.37E-09,Nucleic-acid-binding protein from mobile element jockey,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN100683_c0_g1_i2,TRINITY_DN100683_c0_g1_i2.p1,S17A5_HUMAN,"Q:864-436,H:28-172",30.345,4.13E-16,Sialin,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN100683_c0_g1_i3,TRINITY_DN100683_c0_g1_i3.p1,SL172_CAEEL,"Q:2600-1179,H:2-475",34.519,1.37E-88,Uncharacterized transporter slc-17.2,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN100683_c0_g1_i5,TRINITY_DN100683_c0_g1_i5.p1,SL172_CAEEL,"Q:2063-1179,H:180-475",35.017,1.25E-66,Uncharacterized transporter slc-17.2,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN100693_c0_g1_i1,TRINITY_DN100693_c0_g1_i1.p1,PKHL1_HUMAN,"Q:1144-2,H:1055-1434",32.817,1.66E-39,Fibrocystin-L,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1007_c1_g1_i1,TRINITY_DN1007_c1_g1_i1.p1,COPT1_HUMAN,"Q:1573-1232,H:44-179",27.206,1.93E-07,High affinity copper uptake protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1007_c1_g1_i2,TRINITY_DN1007_c1_g1_i2.p1,COPT1_HUMAN,"Q:1573-1232,H:44-179",27.206,1.90E-07,High affinity copper uptake protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10070_c0_g1_i4,TRINITY_DN10070_c0_g1_i4.p1,MANEA_RAT,"Q:1961-774,H:56-452",51.134,3.74E-144,"Glycoprotein endo-alpha-1,2-mannosidase",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN10071_c0_g1_i1,TRINITY_DN10071_c0_g1_i1.p1,NDUBA_BOMMO,"Q:500-940,H:9-151",47.619,5.51E-42,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Bombycoidea; Bombycidae; Bombycinae; Bombyx,Eukaryota,Bombyx
TRINITY_DN10072_c0_g1_i2,TRINITY_DN10072_c0_g1_i2.p1,MLP_ACRMI,"Q:613-1035,H:144-283",40.94,1.26E-16,Mucin-like protein,Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Scleractinia; Astrocoeniina; Acroporidae; Acropora,Eukaryota,Acropora
TRINITY_DN10072_c0_g1_i5,TRINITY_DN10072_c0_g1_i5.p1,MLP_ACRMI,"Q:544-930,H:180-310",40.714,8.00E-13,Mucin-like protein,Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Scleractinia; Astrocoeniina; Acroporidae; Acropora,Eukaryota,Acropora
TRINITY_DN10073_c0_g1_i5,TRINITY_DN10073_c0_g1_i5.p1,CAN2_HUMAN,"Q:2948-1578,H:40-522",31.237,2.50E-58,Calpain-2 catalytic subunit,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10073_c2_g1_i5,TRINITY_DN10073_c2_g1_i5.p1,CANA_DROME,"Q:516-1745,H:110-546",33.559,1.40E-65,Calpain-A,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN10073_c2_g1_i9,TRINITY_DN10073_c2_g1_i9.p1,CAN13_MOUSE,"Q:111-671,H:71-258",43.005,4.33E-38,Calpain-13,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN100735_c0_g1_i1,NA,EAA3_RAT,"Q:3-290,H:251-345",58.333,4.08E-22,Excitatory amino acid transporter 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN100745_c0_g1_i1,TRINITY_DN100745_c0_g1_i1.p1,GCN1_HUMAN,"Q:1-750,H:1624-1874",57.143,1.50E-83,eIF-2-alpha kinase activator GCN1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN10075_c2_g1_i1,TRINITY_DN10075_c2_g1_i1.p1,ACP7_DANRE,"Q:414-1601,H:31-439",41.093,1.16E-88,Acid phosphatase type 7,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN100751_c0_g1_i4,TRINITY_DN100751_c0_g1_i4.p1,MATN1_CHICK,"Q:1324-1878,H:266-453",34.555,9.94E-23,Cartilage matrix protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN100751_c0_g1_i8,TRINITY_DN100751_c0_g1_i8.p1,MATN1_CHICK,"Q:1324-1869,H:266-450",34.574,1.08E-22,Cartilage matrix protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN100752_c0_g1_i1,NA,PIWL4_MOUSE,"Q:1-270,H:657-750",36.458,8.11E-10,Piwi-like protein 4,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN100766_c0_g1_i1,NA,POL2_DROME,"Q:477-16,H:291-444",44.156,2.13E-39,Retrovirus-related Pol polyprotein from transposon 297,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN10079_c0_g1_i4,TRINITY_DN10079_c0_g1_i4.p2,RL10_PONAB,"Q:2195-2824,H:1-210",82.857,7.18E-120,60S ribosomal protein L10,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN10079_c0_g1_i5,TRINITY_DN10079_c0_g1_i5.p2,RL10_PONAB,"Q:292-897,H:9-210",82.178,1.75E-121,60S ribosomal protein L10,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN1008_c0_g1_i4,TRINITY_DN1008_c0_g1_i4.p1,WDR78_RAT,"Q:3737-1605,H:73-785",44.356,0,WD repeat-containing protein 78,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN1008_c1_g2_i1,TRINITY_DN1008_c1_g2_i1.p1,CLCC1_MOUSE,"Q:1362-1033,H:226-334",36.607,9.02E-15,Chloride channel CLIC-like protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
